PROVIDER;DESCRIPTION;SUBSCRIPTIONID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_TITLE;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_ATTRIBUTEDESCRIPTION;REQUIREMENTS_ATTRIBUTES_ADDITIONALINFORMATION;REQUIREMENTS_ATTRIBUTES_LEVELOFRISK;REQUIREMENTS_ATTRIBUTES_WEIGHT;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED;FRAMEWORK;NAME
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 19:32:49.149800;4.2.1;Ensure Storage for Critical Data are Encrypted with Customer Managed Keys (CMK);Storage for Critical Data are Encrypted CMK;4. Encryption;4.2 At-Rest;Enable encryption at rest using Customer Managed Keys (CMK) instead of Microsoft Managed Keys to maintain greater control over sensitive data encryption in Azure Storage accounts.;By default, Azure encrypts all storage resources (blobs, disks, files, queues, and tables) using Microsoft Managed Keys. However, using Customer Managed Keys (CMK) allows organizations to control, manage, and rotate their encryption keys through Azure Key Vault, ensuring compliance with security policies. CMKs also support automatic key version updates for enhanced security. Since this recommendation applies specifically to storage accounts holding critical data, its assessment remains manual rather than automated.;4;100;FAIL;Storage account stcloudguardianlabocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not encrypt with CMKs.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlabocdhx;stcloudguardianlabocdhx;storage_ensure_encryption_with_customer_managed_keys;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 19:32:49.149800;4.1.3;Ensure the 'Minimum TLS version' for storage accounts is set to 'Version 1.2';Minimum TLS version' for storage accounts is set to 'Version 1.2';4. Encryption;4.1 In-Transit;Ensure that the minimum TLS version for Azure Storage is set to TLS 1.2 or higher to mitigate security vulnerabilities associated with older TLS versions.;TLS 1.0 is outdated and has known security vulnerabilities that can expose data in transit to attacks and interception. Upgrading to TLS 1.2 or later enhances encryption security, ensuring secure communication between clients and Azure Storage while reducing the risk of data compromise.;2;8;FAIL;Storage account stcloudguardianlabocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not have TLS version set to 1.2.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlabocdhx;stcloudguardianlabocdhx;storage_ensure_minimum_tls_version_12;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 19:32:49.149800;2.2.9;Ensure Private Endpoints are used to access Storage Accounts;Private Endpoint used to access Storage Accounts;2. Attack Surface;2.2 Storage;Use private endpoints for Azure Storage accounts to enable secure, encrypted access over a Private Link. Private endpoints assign an IP address from the Virtual Network (VNet) for each service, ensuring that network traffic remains isolated and encrypted within the VNet. This configuration helps segment network traffic, preventing external access while allowing secure communication between services. Additionally, VNets can extend addressing spaces or act as secure tunnels over public networks, connecting remote infrastructures securely.;Encrypting traffic between services protects sensitive data from interception and unauthorized access. Using private endpoints ensures that data remains within a controlled network environment, reducing exposure to external threats and enhancing overall security posture.;2;8;FAIL;Storage account stcloudguardianlabocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not have private endpoint connections.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlabocdhx;stcloudguardianlabocdhx;storage_ensure_private_endpoints_in_storage_accounts;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-04 03:44:37.699268;3.3.13;Ensure Application Insights are Configured;Application Insights are Configured;3. Logging and Monitoring;3.3 Monitoring;Application Insights in Azure serves as an Application Performance Monitoring (APM) solution, providing valuable insights into application performance, telemetry data, and trace logs. It helps organizations monitor application health and troubleshoot incidents efficiently.;Enabling Application Insights enhances security monitoring and performance optimization by collecting metrics, telemetry, and trace logs. These logs aid in proactive performance tuning to reduce costs and support incident response by helping identify the root cause of potential security or operational issues. Integrating Application Insights into a broader logging and monitoring strategy strengthens an organization’s overall observability and security posture.;1;1;FAIL;There are no AppInsight configured in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;appinsights_ensure_is_configured;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-04 03:44:37.699268;3.3.21;Ensure That Microsoft Defender for DNS Is Set To 'On';Defender for DNS Is Set To 'On';3. Logging and Monitoring;3.3 Monitoring;Enable Microsoft Defender for DNS to monitor and scan outgoing DNS traffic within a subscription for potential security threats. (Note: As of August 1, 2023, new subscribers receive DNS threat alerts as part of Defender for Servers P2.);Defender for DNS analyzes DNS queries against a dynamic threat intelligence list to detect potential malicious activity, compromised services, or security breaches. Monitoring DNS lookups helps identify and prevent threats such as data exfiltration, command and control (C2) communications, and phishing attacks, improving overall network security.;4;100;FAIL;Defender plan Defender for DNS from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) is set to OFF (pricing tier not standard).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Security/pricings/Dns;Defender plan DNS;defender_ensure_defender_for_dns_is_on;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;global;2026-07-04 03:44:37.699268;1.1.4;Ensure Multi-factor Authentication is Required to access Microsoft Admin Portals;MFA Required to access Microsoft Admin Portals;1. IAM;1.1 Authentication;This recommendation ensures that users accessing Microsoft Admin Portals (such as Microsoft 365 Admin, Microsoft 365 Defender, Exchange Admin Center, and Azure Portal) must authenticate using multi-factor authentication (MFA) before logging in.;Microsoft Admin Portals provide privileged access to critical settings and resources, requiring enhanced security measures. Enforcing MFA reduces the risk of unauthorized access, credential compromise, and administrative abuse, preventing intruders from making unauthorized changes to administrative settings.;4;100;FAIL;Conditional Access Policy does not require MFA for Microsoft Admin Portals.;Conditional Access Policy;Conditional Access Policy;entra_conditional_access_policy_require_mfa_for_admin_portals;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;global;2026-07-04 03:44:37.699268;1.1.3;Ensure Multi-factor Authentication is Required for Windows Azure Service Management API;MFA Required for Windows Azure Service Management API;1. IAM;1.1 Authentication;This recommendation ensures that users accessing the Windows Azure Service Management API (e.g., Azure PowerShell, Azure CLI, Azure Resource Manager API) are required to authenticate using multi-factor authentication (MFA) before accessing resources.;Administrative access to the Azure Service Management API should be secured with enhanced authentication measures to prevent unauthorized changes. Enforcing MFA helps mitigate the risk of credential compromise, privilege abuse, and unauthorized modifications to administrative settings. IMPORTANT: While exceptions for specific users or groups may be configured, they should be carefully tracked and periodically reviewed through an Access Review process. The policy should apply to all users by default, ensuring that only explicitly exempted accounts bypass MFA.;3;10;FAIL;Conditional Access Policy does not require MFA for management API.;Conditional Access Policy;Conditional Access Policy;entra_conditional_access_policy_require_mfa_for_management_api;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;global;2026-07-04 03:44:37.699268;1.2.2;Ensure fewer than 5 users have global administrator assignment;Fewer than 5 users have global administrator assignment;1. IAM;1.2 Authorization;To maintain security and operational efficiency, it is recommended to have a minimum of two and a maximum of four users assigned the Global Administrator role in Microsoft Entra ID. This ensures redundancy while minimizing the risk of excessive privileged access.;The Global Administrator role holds broad privileges across Microsoft Entra ID services and should not be used for daily tasks. Administrators should have separate accounts for regular activities and privileged actions. Limiting the number of Global Administrators reduces the risk of unauthorized access, human error, and privilege misuse, while ensuring at least two administrators are available to prevent disruptions in case of unavailability. This approach aligns with the principle of least privilege and strengthens the security posture of an Azure tenant.;4;100;PASS;There are 0 global administrators.;3882aa2b-35a5-4450-bcce-841318c97db2;Global Administrator;entra_global_admin_in_less_than_five_users;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;global;2026-07-04 03:44:37.699268;1.3.1;Ensure that 'Users can create security groups in Azure portals, API or PowerShell' is set to 'No';Users can create security groups in Azure portals, API or PowerShell' is set to 'No';1. IAM;1.3 Privilege Escalation Prevention;Limit the ability to create security groups to administrators only, preventing unauthorized users from managing group memberships.;Allowing all users to create and manage security groups can lead to uncontrolled access, misconfigurations, and potential security risks. Unless business requirements justify broader delegation, restricting security group creation to administrators ensures that group permissions and memberships are properly managed, reducing the risk of unauthorized access.;4;100;FAIL;Non-privileged users are able to create security groups via the Access Panel and the Azure administration portal.;authorizationPolicy;Authorization Policy;entra_policy_default_users_cannot_create_security_groups;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;global;2026-07-04 03:44:37.699268;1.3.2;Ensure That ‘Users Can Register Applications’ Is Set to ‘No’;‘Users Can Register Applications’ Is Set to ‘No’;1. IAM;1.3 Privilege Escalation Prevention;Restrict the ability to register third-party applications to administrators or appropriately delegated users, ensuring better security control over app integrations.;Allowing unrestricted application registration can expose Microsoft Entra ID data to security risks. Requiring administrator approval ensures that custom-developed applications undergo a formal security review before being granted access. Organizations may delegate permissions to developers or high-request users as needed, but policies should be reviewed to align with security best practices and operational needs.;4;100;FAIL;App creation is not disabled for non-admin users.;authorizationPolicy;Authorization Policy;entra_policy_ensure_default_user_cannot_create_apps;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;global;2026-07-04 03:44:37.699268;1.2.1;Ensure that 'Restrict non-admin users from creating tenants' is set to 'Yes';Restrict non-admin users from creating tenants is set to Yes;1. IAM;1.2 Authorization;Restrict the ability to create new Microsoft Entra ID or Azure AD B2C tenants to administrators or appropriately delegated users.;Limiting tenant creation to authorized administrators prevents unauthorized users from creating new tenants, reducing the risk of uncontrolled environments, misconfigurations, and potential security gaps. This ensures that only approved users can establish and manage tenant resources.;4;100;FAIL;Tenants creation is not disabled for non-admin users.;authorizationPolicy;Authorization Policy;entra_policy_ensure_default_user_cannot_create_tenants;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;global;2026-07-04 03:44:37.699268;1.3.3;Ensure that 'Guest invite restrictions' is set to 'Only users assigned to specific admin roles can invite guest users';Guest invite restrictions' is set to 'Only users assigned to specific admin roles can invite guest users';1. IAM;1.3 Privilege Escalation Prevention;Limit the ability to send invitations to users with specific administrative roles, preventing unauthorized guest access to cloud resources.;Restricting guest invitations to designated administrators helps enforce “Need to Know” permissions, reducing the risk of unintended data exposure. By default, anyone in the organization-including guests and non-admins-can invite external users, which can lead to unauthorized access. Restricting this capability ensures that only approved accounts can extend access to the tenant, strengthening security and access control.;2;8;FAIL;Guest invitations are not restricted to users with specific administrative roles only.;authorizationPolicy;Authorization Policy;entra_policy_guest_invite_only_for_admin_roles;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;global;2026-07-04 03:44:37.699268;1.2.3;Ensure That 'Guest users access restrictions' is set to 'Guest user access is restricted to properties and memberships of their own directory objects';Guest users access restrictions' is set to 'Guest user access is restricted to properties and memberships of their own directory objects';1. IAM;1.2 Authorization;Restrict guest user permissions to prevent unauthorized access to directory resources and administrative roles.;Limiting guest access ensures that guest accounts cannot enumerate users, groups, or directory objects and prevents them from being assigned administrative roles. Guest access has three levels of restriction, with the most secure option being: “Guest user access is restricted to their own directory object” (most restrictive). This setting minimizes the risk of unauthorized access and ensures guests only interact with their assigned resources.;3;10;FAIL;Guest user access is not restricted to properties and memberships of their own directory objects;authorizationPolicy;Authorization Policy;entra_policy_guest_users_access_restrictions;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;global;2026-07-04 03:44:37.699268;1.2.4;Ensure `User consent for applications` is set to `Do not allow user consent` ;`User consent for applications` is set to `Do not allow user consent` ;1. IAM;1.2 Authorization;Require administrators to provide consent before applications can access Microsoft Entra ID resources, preventing unauthorized or malicious app integrations.;Allowing users to grant application permissions without restrictions increases the risk of data exfiltration and privilege abuse by malicious applications. Restricting app consent to administrators ensures that only verified and approved applications gain access, protecting sensitive data and privileged accounts from unauthorized use.;4;100;FAIL;Entra allows users to consent apps accessing company data on their behalf;authorizationPolicy;Authorization Policy;entra_policy_restricts_user_consent_for_apps;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;global;2026-07-04 03:44:37.699268;1.2.5;Ensure ‘User consent for applications’ Is Set To ‘Allow for Verified Publishers’;‘User consent for applications’ Is Set To ‘Allow for Verified Publishers’;1. IAM;1.2 Authorization;Allow users to grant consent only for selected permissions when the request comes from a verified publisher, ensuring tighter control over third-party application access.;Restricting app consent to verified publishers helps mitigate the risk of unauthorized data access and privilege abuse. Malicious applications may attempt to exploit user-granted permissions, so ensuring only trusted, verified applications can request access enhances security while maintaining flexibility for approved integrations.;4;100;PASS;Entra does not allow users to consent non-verified apps accessing company data on their behalf.;authorizationPolicy;Authorization Policy;entra_policy_user_consent_for_verified_apps;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;global;2026-07-04 03:44:37.699268;1.2.6;Ensure Trusted Locations Are Defined;Trusted Locations Are Defined;1. IAM;1.2 Authorization;Microsoft Entra ID Conditional Access allows organizations to define Named Locations and categorize them as trusted or untrusted. These locations can be based on geographical regions, specific IP addresses, or IP ranges to enhance access control policies.;Defining trusted IP addresses or ranges enables organizations to enforce Conditional Access policies based on user location. Users authenticating from trusted locations may receive fewer access restrictions, while those from untrusted sources can be subject to stricter security controls, reducing the risk of unauthorized access.;2;8;FAIL;There is no trusted location with IP ranges defined.;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;vinayhereonhotmail.onmicrosoft.com;entra_trusted_named_locations_exists;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;global;2026-07-04 03:44:37.699268;1.3.4;Ensure that 'Users can create Microsoft 365 groups in Azure portals, API or PowerShell' is set to 'No';Users can create Microsoft 365 groups in Azure portals, API or PowerShell' is set to 'No';1. IAM;1.3 Privilege Escalation Prevention;Limit Microsoft 365 group creation to administrators only, ensuring that group management remains under centralized control.;Restricting group creation to administrators prevents unauthorized or unnecessary group creation, ensuring that only appropriate groups are created and managed. This reduces the risk of misconfigurations, access issues, and uncontrolled resource sharing within the organization.;4;100;FAIL;Users can create Microsoft 365 groups.;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;vinayhereonhotmail.onmicrosoft.com;entra_users_cannot_create_microsoft_365_groups;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-04 03:44:37.699268;3.3.3;Ensure that Activity Log Alert exists for Create Policy Assignment;Activity Log Alert exists for Create Policy Assignment;3. Logging and Monitoring;3.3 Monitoring;Create an activity log alert for the Create Policy Assignment event to track changes in Azure Policy assignments.;Monitoring policy assignment events helps detect unauthorized or unintended changes in Azure policies, providing greater visibility and reducing the time required to identify and respond to policy modifications.;4;100;FAIL;There is not an alert for creating Policy Assignments in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;monitor_alert_create_policy_assignment;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-04 03:44:37.699268;3.3.5;Ensure that Activity Log Alert exists for Create or Update Network Security Group;Activity Log Alert exists for Create or Update Network Security Group;3. Logging and Monitoring;3.3 Monitoring;Create an Activity Log Alert for the Create or Update Network Security Group (NSG) event to track changes in network security configurations.;Monitoring NSG creation and updates provides visibility into network access changes, helping to detect unauthorized modifications and identify potential security risks in a timely manner.;4;100;FAIL;There is not an alert for creating/updating Network Security Groups in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;monitor_alert_create_update_nsg;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-04 03:44:37.699268;3.3.11;Ensure that Activity Log Alert exists for Create or Update Public IP Address rule;Activity Log Alert exists for Create or Update Public IP Address rule;3. Logging and Monitoring;3.3 Monitoring;Create an Activity Log Alert for the Create or Update Public IP Address event to monitor changes in public IP configurations.;Tracking public IP address modifications provides visibility into network access changes, helping detect unauthorized or misconfigured public exposure. Timely alerts enable faster detection and response to potential security risks, ensuring a controlled and secure network environment.;4;100;FAIL;There is not an alert for creating/updating Public IP address rule in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;monitor_alert_create_update_public_ip_address_rule;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-04 03:44:37.699268;3.3.7;Ensure that Activity Log Alert exists for Create or Update Security Solution;Activity Log Alert exists for Create or Update Security Solution;3. Logging and Monitoring;3.3 Monitoring;Create an Activity Log Alert for the Create or Update Security Solution event to track modifications to security solutions in your environment.;Monitoring security solution changes provides visibility into updates, additions, or modifications to active security configurations. This helps detect unauthorized changes or suspicious activity and ensures that security controls remain properly configured.;4;100;FAIL;There is not an alert for creating/updating Security Solution in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;monitor_alert_create_update_security_solution;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-04 03:44:37.699268;3.3.9;Ensure that Activity Log Alert exists for Create or Update SQL Server Firewall Rule;Activity Log Alert exists for Create or Update SQL Server Firewall Rule;3. Logging and Monitoring;3.3 Monitoring;Create an Activity Log Alert for the Create or Update SQL Server Firewall Rule event to track changes in SQL Server firewall configurations.;Monitoring firewall rule modifications provides visibility into network access changes, helping detect unauthorized updates that could expose the database to security risks. Timely alerts can reduce the time needed to identify and respond to suspicious activity, ensuring a secure SQL environment.;4;100;FAIL;There is not an alert for creating/updating SQL Server firewall rule in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;monitor_alert_create_update_sqlserver_fr;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-04 03:44:37.699268;3.3.6;Ensure that Activity Log Alert exists for Delete Network Security Group;Activity Log Alert exists for Delete Network Security Group;3. Logging and Monitoring;3.3 Monitoring;Create an Activity Log Alert for the Delete Network Security Group (NSG) event to monitor and track network security group removals.;Monitoring NSG deletions provides visibility into network access changes, helping to detect unauthorized modifications and identify potential security threats before they impact the environment.;4;100;FAIL;There is not an alert for deleting Network Security Groups in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;monitor_alert_delete_nsg;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-04 03:44:37.699268;3.3.4;Ensure that Activity Log Alert exists for Delete Policy Assignment;Activity Log Alert exists for Delete Policy Assignment;3. Logging and Monitoring;3.3 Monitoring;Create an activity log alert for the Delete Policy Assignment event to monitor and track policy removal activities in Azure Policy assignments.;Monitoring policy deletions helps detect unauthorized or unintended changes, ensuring policy integrity and reducing the time required to identify and respond to security or compliance violations.;4;100;FAIL;There is not an alert for deleting policy assignment in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;monitor_alert_delete_policy_assignment;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-04 03:44:37.699268;3.3.12;Ensure that Activity Log Alert exists for Delete Public IP Address rule;Activity Log Alert exists for Delete Public IP Address rule;3. Logging and Monitoring;3.3 Monitoring;Create an Activity Log Alert for the Delete Public IP Address event to monitor and track the removal of public IP addresses.;Monitoring public IP deletions helps detect unauthorized or accidental changes that could impact network accessibility or security. Timely alerts enable quick investigation and response, ensuring that critical network configurations remain intact and secure.;4;100;FAIL;There is not an alert for deleting public IP address rule in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;monitor_alert_delete_public_ip_address_rule;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-04 03:44:37.699268;3.3.8;Ensure that Activity Log Alert exists for Delete Security Solution;Activity Log Alert exists for Delete Security Solution;3. Logging and Monitoring;3.3 Monitoring;Create an Activity Log Alert for the Delete Security Solution event to monitor and track the removal of security solutions in your environment.;Monitoring security solution deletions helps detect unauthorized removals or suspicious activity, ensuring that critical security controls are not accidentally or maliciously disabled. This improves security visibility and helps maintain a strong security posture.;4;100;FAIL;There is not an alert for deleting Security Solution in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;monitor_alert_delete_security_solution;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
