check_id,title,severity,service,region,resource_name,resource_arn,status_detail,description,risk,remediation,tool,cloud_provider,finding_id,account_id,scan_date,cvss_score,exposure_score,blast_radius,priority_score,priority_band,risk_label,ai_risk_level_baseline,ai_confidence_baseline,ai_score,ai_risk_level,ai_confidence
vpc-subnet-without-flow-log,Subnet without a Flow Log,medium,vpc,,vpc-034007ecd1a02d267,,vpc.regions.ap-southeast-2.vpcs.vpc-034007ecd1a02d267.subnets.subnet-04e2760c2fc15164c.no_flowlog,Subnet without a Flow Log,"Flow logs enable the investigation of incidents involving unauthorized network traffic, such as an attacker exfiltrating data or pivoting to other hosts.",Create a flow log for each subnet.,ScoutSuite,AWS,FND-0641,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.962,5.29,MEDIUM,0.962
vpc-subnet-without-flow-log,Subnet without a Flow Log,medium,vpc,,vpc-091a8d6a46c70074d,,vpc.regions.ca-central-1.vpcs.vpc-091a8d6a46c70074d.subnets.subnet-000eebcd6311ab942.no_flowlog,Subnet without a Flow Log,"Flow logs enable the investigation of incidents involving unauthorized network traffic, such as an attacker exfiltrating data or pivoting to other hosts.",Create a flow log for each subnet.,ScoutSuite,AWS,FND-0642,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.962
vpc-subnet-without-flow-log,Subnet without a Flow Log,medium,vpc,,vpc-091a8d6a46c70074d,,vpc.regions.ca-central-1.vpcs.vpc-091a8d6a46c70074d.subnets.subnet-0632d1a5664dfee66.no_flowlog,Subnet without a Flow Log,"Flow logs enable the investigation of incidents involving unauthorized network traffic, such as an attacker exfiltrating data or pivoting to other hosts.",Create a flow log for each subnet.,ScoutSuite,AWS,FND-0643,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.963
vpc-subnet-without-flow-log,Subnet without a Flow Log,medium,vpc,,vpc-091a8d6a46c70074d,,vpc.regions.ca-central-1.vpcs.vpc-091a8d6a46c70074d.subnets.subnet-01946629e89e01375.no_flowlog,Subnet without a Flow Log,"Flow logs enable the investigation of incidents involving unauthorized network traffic, such as an attacker exfiltrating data or pivoting to other hosts.",Create a flow log for each subnet.,ScoutSuite,AWS,FND-0644,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.965,5.31,MEDIUM,0.963
vpc-subnet-without-flow-log,Subnet without a Flow Log,medium,vpc,,vpc-096c424fc780ea5c1,,vpc.regions.eu-central-1.vpcs.vpc-096c424fc780ea5c1.subnets.subnet-025de2043fc461999.no_flowlog,Subnet without a Flow Log,"Flow logs enable the investigation of incidents involving unauthorized network traffic, such as an attacker exfiltrating data or pivoting to other hosts.",Create a flow log for each subnet.,ScoutSuite,AWS,FND-0647,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.964
ec2-unused-security-group,Unused Security Group,medium,ec2,,vpc-0bdec8ffc827ded05,,ec2.regions.ap-south-1.vpcs.vpc-0bdec8ffc827ded05.security_groups.sg-0aaba2fb7e64252aa,Unused Security Group," Non-default security groups were defined which were unused and may not be required. This being the case, their existence in the configuration increases the risk that they may be inappropriately assigned. The unused security groups should be reviewed and removed if no longer required.",,ScoutSuite,AWS,FND-0455,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.839,4.61,MEDIUM,0.819
ec2-security-group-opens-all-ports-to-self,Unrestricted Network Traffic within Security Group,medium,ec2,,vpc-04b8980056fe17a75,,ec2.regions.us-west-2.vpcs.vpc-04b8980056fe17a75.security_groups.sg-0175539f842690e6b.rules.ingress.protocols.ALL.ports.1-65535.security_groups.0,Unrestricted Network Traffic within Security Group,This configuration goes against organizational policies.,,ScoutSuite,AWS,FND-0454,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.839,4.61,MEDIUM,0.816
vpc-subnet-without-flow-log,Subnet without a Flow Log,medium,vpc,,vpc-096c424fc780ea5c1,,vpc.regions.eu-central-1.vpcs.vpc-096c424fc780ea5c1.subnets.subnet-0668b02a417476a1f.no_flowlog,Subnet without a Flow Log,"Flow logs enable the investigation of incidents involving unauthorized network traffic, such as an attacker exfiltrating data or pivoting to other hosts.",Create a flow log for each subnet.,ScoutSuite,AWS,FND-0646,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.964
vpc-subnet-without-flow-log,Subnet without a Flow Log,medium,vpc,,vpc-096c424fc780ea5c1,,vpc.regions.eu-central-1.vpcs.vpc-096c424fc780ea5c1.subnets.subnet-0dd623938a96ed109.no_flowlog,Subnet without a Flow Log,"Flow logs enable the investigation of incidents involving unauthorized network traffic, such as an attacker exfiltrating data or pivoting to other hosts.",Create a flow log for each subnet.,ScoutSuite,AWS,FND-0645,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.962
ec2-security-group-opens-all-ports-to-self,Unrestricted Network Traffic within Security Group,medium,ec2,,vpc-08e98b363c6e9328e,,ec2.regions.us-west-1.vpcs.vpc-08e98b363c6e9328e.security_groups.sg-0f18733910a6c93fe.rules.ingress.protocols.ALL.ports.1-65535.security_groups.0,Unrestricted Network Traffic within Security Group,This configuration goes against organizational policies.,,ScoutSuite,AWS,FND-0453,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.836,4.6,MEDIUM,0.819
ec2-security-group-opens-all-ports-to-self,Unrestricted Network Traffic within Security Group,medium,ec2,,vpc-03edfb17e4761ec5d,,ec2.regions.us-east-2.vpcs.vpc-03edfb17e4761ec5d.security_groups.sg-00311530803ea243b.rules.ingress.protocols.ALL.ports.1-65535.security_groups.0,Unrestricted Network Traffic within Security Group,This configuration goes against organizational policies.,,ScoutSuite,AWS,FND-0452,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.852,4.69,MEDIUM,0.818
vpc-subnet-without-flow-log,Subnet without a Flow Log,medium,vpc,,vpc-026845ae5eeb92935,,vpc.regions.eu-north-1.vpcs.vpc-026845ae5eeb92935.subnets.subnet-08ba1da235de9f207.no_flowlog,Subnet without a Flow Log,"Flow logs enable the investigation of incidents involving unauthorized network traffic, such as an attacker exfiltrating data or pivoting to other hosts.",Create a flow log for each subnet.,ScoutSuite,AWS,FND-0648,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.963
ec2-security-group-opens-all-ports-to-self,Unrestricted Network Traffic within Security Group,medium,ec2,,vpc-01a54b4eb7380582c,,ec2.regions.ap-southeast-1.vpcs.vpc-01a54b4eb7380582c.security_groups.sg-038c2f7413012964b.rules.ingress.protocols.ALL.ports.1-65535.security_groups.0,Unrestricted Network Traffic within Security Group,This configuration goes against organizational policies.,,ScoutSuite,AWS,FND-0442,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.85,4.68,MEDIUM,0.818
ec2-security-group-opens-all-ports-to-self,Unrestricted Network Traffic within Security Group,medium,ec2,,vpc-034007ecd1a02d267,,ec2.regions.ap-southeast-2.vpcs.vpc-034007ecd1a02d267.security_groups.sg-054129ad5c4d5e542.rules.ingress.protocols.ALL.ports.1-65535.security_groups.0,Unrestricted Network Traffic within Security Group,This configuration goes against organizational policies.,,ScoutSuite,AWS,FND-0443,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.836,4.6,MEDIUM,0.819
ec2-security-group-opens-all-ports-to-self,Unrestricted Network Traffic within Security Group,medium,ec2,,vpc-091a8d6a46c70074d,,ec2.regions.ca-central-1.vpcs.vpc-091a8d6a46c70074d.security_groups.sg-0d4aa1a87d1da2e49.rules.ingress.protocols.ALL.ports.1-65535.security_groups.0,Unrestricted Network Traffic within Security Group,This configuration goes against organizational policies.,,ScoutSuite,AWS,FND-0444,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.842,4.63,MEDIUM,0.818
ec2-security-group-opens-all-ports-to-self,Unrestricted Network Traffic within Security Group,medium,ec2,,vpc-096c424fc780ea5c1,,ec2.regions.eu-central-1.vpcs.vpc-096c424fc780ea5c1.security_groups.sg-0c87c8700db7a3ee0.rules.ingress.protocols.ALL.ports.1-65535.security_groups.0,Unrestricted Network Traffic within Security Group,This configuration goes against organizational policies.,,ScoutSuite,AWS,FND-0445,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.839,4.61,MEDIUM,0.819
ec2-security-group-opens-all-ports-to-self,Unrestricted Network Traffic within Security Group,medium,ec2,,vpc-026845ae5eeb92935,,ec2.regions.eu-north-1.vpcs.vpc-026845ae5eeb92935.security_groups.sg-0e4298a6aa1064f05.rules.ingress.protocols.ALL.ports.1-65535.security_groups.0,Unrestricted Network Traffic within Security Group,This configuration goes against organizational policies.,,ScoutSuite,AWS,FND-0446,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.836,4.6,MEDIUM,0.819
ec2-security-group-opens-all-ports-to-self,Unrestricted Network Traffic within Security Group,medium,ec2,,vpc-011ccc77f4af7bc47,,ec2.regions.eu-west-1.vpcs.vpc-011ccc77f4af7bc47.security_groups.sg-0d796c1ce1427679b.rules.ingress.protocols.ALL.ports.1-65535.security_groups.0,Unrestricted Network Traffic within Security Group,This configuration goes against organizational policies.,,ScoutSuite,AWS,FND-0447,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.836,4.6,MEDIUM,0.819
ec2-security-group-opens-all-ports-to-self,Unrestricted Network Traffic within Security Group,medium,ec2,,vpc-05b67181e005e67af,,ec2.regions.eu-west-2.vpcs.vpc-05b67181e005e67af.security_groups.sg-09b117f756d913bc9.rules.ingress.protocols.ALL.ports.1-65535.security_groups.0,Unrestricted Network Traffic within Security Group,This configuration goes against organizational policies.,,ScoutSuite,AWS,FND-0448,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.836,4.6,MEDIUM,0.819
ec2-security-group-opens-all-ports-to-self,Unrestricted Network Traffic within Security Group,medium,ec2,,vpc-01b4908eddaf56c8f,,ec2.regions.eu-west-3.vpcs.vpc-01b4908eddaf56c8f.security_groups.sg-04470c78cf1760e63.rules.ingress.protocols.ALL.ports.1-65535.security_groups.0,Unrestricted Network Traffic within Security Group,This configuration goes against organizational policies.,,ScoutSuite,AWS,FND-0449,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.839,4.61,MEDIUM,0.819
ec2-security-group-opens-all-ports-to-self,Unrestricted Network Traffic within Security Group,medium,ec2,,vpc-09d462712bb2a6591,,ec2.regions.us-east-1.vpcs.vpc-09d462712bb2a6591.security_groups.sg-0593dac5274ef0d9d.rules.ingress.protocols.ALL.ports.1-65535.security_groups.0,Unrestricted Network Traffic within Security Group,This configuration goes against organizational policies.,,ScoutSuite,AWS,FND-0451,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.839,4.61,MEDIUM,0.819
ec2-security-group-opens-all-ports-to-self,Unrestricted Network Traffic within Security Group,medium,ec2,,vpc-0613a8e827bfde8d7,,ec2.regions.sa-east-1.vpcs.vpc-0613a8e827bfde8d7.security_groups.sg-0c54e4d8a4b4c9e7d.rules.ingress.protocols.ALL.ports.1-65535.security_groups.0,Unrestricted Network Traffic within Security Group,This configuration goes against organizational policies.,,ScoutSuite,AWS,FND-0450,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.836,4.6,MEDIUM,0.819
vpc-subnet-without-flow-log,Subnet without a Flow Log,medium,vpc,,vpc-034007ecd1a02d267,,vpc.regions.ap-southeast-2.vpcs.vpc-034007ecd1a02d267.subnets.subnet-0e5839b02d95b2088.no_flowlog,Subnet without a Flow Log,"Flow logs enable the investigation of incidents involving unauthorized network traffic, such as an attacker exfiltrating data or pivoting to other hosts.",Create a flow log for each subnet.,ScoutSuite,AWS,FND-0640,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.963
vpc-subnet-without-flow-log,Subnet without a Flow Log,medium,vpc,,vpc-026845ae5eeb92935,,vpc.regions.eu-north-1.vpcs.vpc-026845ae5eeb92935.subnets.subnet-0b76923c6fe390bab.no_flowlog,Subnet without a Flow Log,"Flow logs enable the investigation of incidents involving unauthorized network traffic, such as an attacker exfiltrating data or pivoting to other hosts.",Create a flow log for each subnet.,ScoutSuite,AWS,FND-0649,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.953,5.24,MEDIUM,0.962
vpc-default-network-acls-allow-all-egress,Network ACLs Allow All egress Traffic (default),medium,vpc,,vpc-03edfb17e4761ec5d,,vpc.regions.us-east-2.vpcs.vpc-03edfb17e4761ec5d.network_acls.acl-0df30ee71f4f89f64.egress.100,Network ACLs Allow All egress Traffic (default),"Network ACLs are designed to provide a secondary layer of security. Adding a rule that allows all network traffic (all protocols, IPs, and destination) prior to any deny rule defeats the purpose of network ACLs.",,ScoutSuite,AWS,FND-0486,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.953,5.24,MEDIUM,0.962
vpc-default-network-acls-allow-all-egress,Network ACLs Allow All egress Traffic (default),medium,vpc,,vpc-056acc9b951114346,,vpc.regions.ap-south-1.vpcs.vpc-056acc9b951114346.network_acls.acl-055a0136ea4bc4585.egress.100,Network ACLs Allow All egress Traffic (default),"Network ACLs are designed to provide a secondary layer of security. Adding a rule that allows all network traffic (all protocols, IPs, and destination) prior to any deny rule defeats the purpose of network ACLs.",,ScoutSuite,AWS,FND-0475,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.964
vpc-default-network-acls-allow-all-egress,Network ACLs Allow All egress Traffic (default),medium,vpc,,vpc-0613a8e827bfde8d7,,vpc.regions.sa-east-1.vpcs.vpc-0613a8e827bfde8d7.network_acls.acl-00656d6df21bbca77.egress.100,Network ACLs Allow All egress Traffic (default),"Network ACLs are designed to provide a secondary layer of security. Adding a rule that allows all network traffic (all protocols, IPs, and destination) prior to any deny rule defeats the purpose of network ACLs.",,ScoutSuite,AWS,FND-0484,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.963
vpc-default-network-acls-allow-all-egress,Network ACLs Allow All egress Traffic (default),medium,vpc,,vpc-01b4908eddaf56c8f,,vpc.regions.eu-west-3.vpcs.vpc-01b4908eddaf56c8f.network_acls.acl-01e5da5fb92920d12.egress.100,Network ACLs Allow All egress Traffic (default),"Network ACLs are designed to provide a secondary layer of security. Adding a rule that allows all network traffic (all protocols, IPs, and destination) prior to any deny rule defeats the purpose of network ACLs.",,ScoutSuite,AWS,FND-0483,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.963
vpc-subnet-without-flow-log,Subnet without a Flow Log,medium,vpc,,vpc-011ccc77f4af7bc47,,vpc.regions.eu-west-1.vpcs.vpc-011ccc77f4af7bc47.subnets.subnet-0024ea69e70410857.no_flowlog,Subnet without a Flow Log,"Flow logs enable the investigation of incidents involving unauthorized network traffic, such as an attacker exfiltrating data or pivoting to other hosts.",Create a flow log for each subnet.,ScoutSuite,AWS,FND-0651,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.964
vpc-default-network-acls-allow-all-egress,Network ACLs Allow All egress Traffic (default),medium,vpc,,vpc-05b67181e005e67af,,vpc.regions.eu-west-2.vpcs.vpc-05b67181e005e67af.network_acls.acl-03782d6b7f2a0c7ca.egress.100,Network ACLs Allow All egress Traffic (default),"Network ACLs are designed to provide a secondary layer of security. Adding a rule that allows all network traffic (all protocols, IPs, and destination) prior to any deny rule defeats the purpose of network ACLs.",,ScoutSuite,AWS,FND-0482,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.965,5.31,MEDIUM,0.967
vpc-default-network-acls-allow-all-egress,Network ACLs Allow All egress Traffic (default),medium,vpc,,vpc-011ccc77f4af7bc47,,vpc.regions.eu-west-1.vpcs.vpc-011ccc77f4af7bc47.network_acls.acl-076ac4d9956fb0031.egress.100,Network ACLs Allow All egress Traffic (default),"Network ACLs are designed to provide a secondary layer of security. Adding a rule that allows all network traffic (all protocols, IPs, and destination) prior to any deny rule defeats the purpose of network ACLs.",,ScoutSuite,AWS,FND-0481,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.965,5.31,MEDIUM,0.963
vpc-default-network-acls-allow-all-egress,Network ACLs Allow All egress Traffic (default),medium,vpc,,vpc-026845ae5eeb92935,,vpc.regions.eu-north-1.vpcs.vpc-026845ae5eeb92935.network_acls.acl-0bb743a211c3e2f5f.egress.100,Network ACLs Allow All egress Traffic (default),"Network ACLs are designed to provide a secondary layer of security. Adding a rule that allows all network traffic (all protocols, IPs, and destination) prior to any deny rule defeats the purpose of network ACLs.",,ScoutSuite,AWS,FND-0480,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.963,5.3,MEDIUM,0.967
vpc-default-network-acls-allow-all-egress,Network ACLs Allow All egress Traffic (default),medium,vpc,,vpc-096c424fc780ea5c1,,vpc.regions.eu-central-1.vpcs.vpc-096c424fc780ea5c1.network_acls.acl-07e229d990812889f.egress.100,Network ACLs Allow All egress Traffic (default),"Network ACLs are designed to provide a secondary layer of security. Adding a rule that allows all network traffic (all protocols, IPs, and destination) prior to any deny rule defeats the purpose of network ACLs.",,ScoutSuite,AWS,FND-0479,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.964
vpc-default-network-acls-allow-all-egress,Network ACLs Allow All egress Traffic (default),medium,vpc,,vpc-091a8d6a46c70074d,,vpc.regions.ca-central-1.vpcs.vpc-091a8d6a46c70074d.network_acls.acl-0ce6f7f09819ca8d7.egress.100,Network ACLs Allow All egress Traffic (default),"Network ACLs are designed to provide a secondary layer of security. Adding a rule that allows all network traffic (all protocols, IPs, and destination) prior to any deny rule defeats the purpose of network ACLs.",,ScoutSuite,AWS,FND-0478,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.964
vpc-default-network-acls-allow-all-egress,Network ACLs Allow All egress Traffic (default),medium,vpc,,vpc-034007ecd1a02d267,,vpc.regions.ap-southeast-2.vpcs.vpc-034007ecd1a02d267.network_acls.acl-05cafedc371a008d9.egress.100,Network ACLs Allow All egress Traffic (default),"Network ACLs are designed to provide a secondary layer of security. Adding a rule that allows all network traffic (all protocols, IPs, and destination) prior to any deny rule defeats the purpose of network ACLs.",,ScoutSuite,AWS,FND-0477,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.965,5.31,MEDIUM,0.963
vpc-default-network-acls-allow-all-egress,Network ACLs Allow All egress Traffic (default),medium,vpc,,vpc-01a54b4eb7380582c,,vpc.regions.ap-southeast-1.vpcs.vpc-01a54b4eb7380582c.network_acls.acl-01b6d973cccf112c4.egress.100,Network ACLs Allow All egress Traffic (default),"Network ACLs are designed to provide a secondary layer of security. Adding a rule that allows all network traffic (all protocols, IPs, and destination) prior to any deny rule defeats the purpose of network ACLs.",,ScoutSuite,AWS,FND-0476,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.953,5.24,MEDIUM,0.962
vpc-default-network-acls-allow-all-egress,Network ACLs Allow All egress Traffic (default),medium,vpc,,vpc-0bdec8ffc827ded05,,vpc.regions.ap-south-1.vpcs.vpc-0bdec8ffc827ded05.network_acls.acl-0db7c7715aa3918aa.egress.100,Network ACLs Allow All egress Traffic (default),"Network ACLs are designed to provide a secondary layer of security. Adding a rule that allows all network traffic (all protocols, IPs, and destination) prior to any deny rule defeats the purpose of network ACLs.",,ScoutSuite,AWS,FND-0474,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.963,5.3,MEDIUM,0.967
vpc-subnet-with-allow-all-egress-acls,"Subnet with ""Allow All"" egress NACLs",medium,vpc,,vpc-0fceff879884d34e9,,vpc.regions.ap-northeast-3.vpcs.vpc-0fceff879884d34e9.subnets.subnet-0813d248b83bb7e75.bad_nacls,"Subnet with ""Allow All"" egress NACLs",Network ACLs associated with subnets and VPCs should not allow all egress traffic.,,ScoutSuite,AWS,FND-0515,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.963,5.3,MEDIUM,0.967
vpc-default-network-acls-allow-all-egress,Network ACLs Allow All egress Traffic (default),medium,vpc,,vpc-0fceff879884d34e9,,vpc.regions.ap-northeast-3.vpcs.vpc-0fceff879884d34e9.network_acls.acl-0d14a26cb6f9fbc2c.egress.100,Network ACLs Allow All egress Traffic (default),"Network ACLs are designed to provide a secondary layer of security. Adding a rule that allows all network traffic (all protocols, IPs, and destination) prior to any deny rule defeats the purpose of network ACLs.",,ScoutSuite,AWS,FND-0473,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.963
vpc-default-network-acls-allow-all-egress,Network ACLs Allow All egress Traffic (default),medium,vpc,,vpc-00336ce718422309f,,vpc.regions.ap-northeast-2.vpcs.vpc-00336ce718422309f.network_acls.acl-00c75c10f23207ee8.egress.100,Network ACLs Allow All egress Traffic (default),"Network ACLs are designed to provide a secondary layer of security. Adding a rule that allows all network traffic (all protocols, IPs, and destination) prior to any deny rule defeats the purpose of network ACLs.",,ScoutSuite,AWS,FND-0472,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.962
vpc-default-network-acls-allow-all-egress,Network ACLs Allow All egress Traffic (default),medium,vpc,,vpc-059e282670d0c72f8,,vpc.regions.ap-northeast-1.vpcs.vpc-059e282670d0c72f8.network_acls.acl-0ceafd2b31ebe42f6.egress.100,Network ACLs Allow All egress Traffic (default),"Network ACLs are designed to provide a secondary layer of security. Adding a rule that allows all network traffic (all protocols, IPs, and destination) prior to any deny rule defeats the purpose of network ACLs.",,ScoutSuite,AWS,FND-0471,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.953,5.24,MEDIUM,0.962
s3-bucket-no-versioning,Bucket without Versioning,medium,s3,,scoutid-8b913a128c0474c7d79161e0b40d2bd94235e943,,s3.buckets.scoutid-8b913a128c0474c7d79161e0b40d2bd94235e943.versioning,Bucket without Versioning,"Versioning is a means of keeping multiple variants of an object in the same bucket. With versioning, you can easily recover from both unintended user actions and application failures.",,ScoutSuite,AWS,FND-0470,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.833,4.58,MEDIUM,0.83
s3-bucket-no-mfa-delete,Bucket without MFA Delete,medium,s3,,scoutid-8b913a128c0474c7d79161e0b40d2bd94235e943,,s3.buckets.scoutid-8b913a128c0474c7d79161e0b40d2bd94235e943.mfa_delete,Bucket without MFA Delete,Enable MFA delete to help protect objects from accidental or unauthorized deletion. It should be noted that MFA Delete can only be configured on buckets that have versioning enabled.,,ScoutSuite,AWS,FND-0469,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.837,4.6,MEDIUM,0.828
s3-bucket-no-logging,Bucket Access Logging Disabled,medium,s3,,scoutid-8b913a128c0474c7d79161e0b40d2bd94235e943,,s3.buckets.scoutid-8b913a128c0474c7d79161e0b40d2bd94235e943.logging,Bucket Access Logging Disabled,"Server access logging provides detailed records of the requests that are made to a bucket. Server access logs can assist you in security and access audits, help you learn about your customer base, and understand your Amazon S3 bill. <br><br>Note: CloudTrail data events can be used in place of S3 bucket logging. If that is the case, this finding can be considered a false positive.",Ensure that S3 buckets have Logging enabled,ScoutSuite,AWS,FND-0468,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.833,4.58,MEDIUM,0.83
s3-bucket-allowing-cleartext,Bucket Allowing Clear Text (HTTP) Communication,medium,s3,,scoutid-8b913a128c0474c7d79161e0b40d2bd94235e943,,s3.buckets.scoutid-8b913a128c0474c7d79161e0b40d2bd94235e943.secure_transport_enabled,Bucket Allowing Clear Text (HTTP) Communication,"If HTTPS is not enforced on the bucket policy, communication between clients and S3 buckets can use unencrypted HTTP. As a result, sensitive information could be transmitted in clear text over the network|Internet.",,ScoutSuite,AWS,FND-0467,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.833,4.58,MEDIUM,0.83
rds-instance-storage-not-encrypted,Instance Storage Not Encrypted,medium,rds,,vpc-056acc9b951114346,,rds.regions.ap-south-1.vpcs.vpc-056acc9b951114346.instances.scoutid-832ac82bd104fb2d98c59df699fbac166483817a.StorageEncrypted,Instance Storage Not Encrypted,Data-at-rest should be encrypted.,,ScoutSuite,AWS,FND-0466,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.837,4.6,MEDIUM,0.828
vpc-subnet-without-flow-log,Subnet without a Flow Log,medium,vpc,,vpc-026845ae5eeb92935,,vpc.regions.eu-north-1.vpcs.vpc-026845ae5eeb92935.subnets.subnet-0662f273d2a68d58a.no_flowlog,Subnet without a Flow Log,"Flow logs enable the investigation of incidents involving unauthorized network traffic, such as an attacker exfiltrating data or pivoting to other hosts.",Create a flow log for each subnet.,ScoutSuite,AWS,FND-0650,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.964
vpc-subnet-without-flow-log,Subnet without a Flow Log,medium,vpc,,vpc-034007ecd1a02d267,,vpc.regions.ap-southeast-2.vpcs.vpc-034007ecd1a02d267.subnets.subnet-04feeda597e7c4ef1.no_flowlog,Subnet without a Flow Log,"Flow logs enable the investigation of incidents involving unauthorized network traffic, such as an attacker exfiltrating data or pivoting to other hosts.",Create a flow log for each subnet.,ScoutSuite,AWS,FND-0639,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.963,5.3,MEDIUM,0.967
vpc-subnet-with-allow-all-ingress-acls,"Subnet with ""Allow All"" ingress NACLs",medium,vpc,,vpc-034007ecd1a02d267,,vpc.regions.ap-southeast-2.vpcs.vpc-034007ecd1a02d267.subnets.subnet-04e2760c2fc15164c.bad_nacls,"Subnet with ""Allow All"" ingress NACLs",Network ACLs associated with subnets and VPCs should not allow all ingress traffic.,,ScoutSuite,AWS,FND-0584,735291151388,2026-07-11,5.5,1,3,16.5,P3 - LOW,MEDIUM,MEDIUM,0.953,5.24,MEDIUM,0.962
